4,1,3,4,20,8,3,2
3.0514,2.0739,2.3817,2.7918,20,8,3,2
2.4578,2.8068,2.0894,1.9389,20,8,3,2
2.0882,3.3122,2.001,1.3543,20,8,3,2
1.8332,3.6631,2.0401,0.96517,20,8,3,2
1.6261,3.8998,2.1583,0.71163,20,8,3,2
1.4392,4.0442,2.3234,0.54796,20,8,3,2
1.2646,4.1122,2.5112,0.4408,20,8,3,2
1.1061,4.115,2.7057,0.36878,20,8,3,2
0.9667,4.0652,2.8941,0.31789,20,8,3,2
0.84939,3.9745,3.0684,0.28038,20,8,3,2
0.75432,3.8548,3.2234,0.25164,20,8,3,2
0.67976,3.717,3.356,0.22927,20,8,3,2
0.62275,3.5707,3.4649,0.21176,20,8,3,2
0.58059,3.4233,3.5501,0.19806,20,8,3,2
0.54978,3.2813,3.6124,0.18768,20,8,3,2
0.52847,3.1481,3.6533,0.1798,20,8,3,2
0.51418,3.0269,3.675,0.17415,20,8,3,2
0.50591,2.9189,3.6796,0.17012,20,8,3,2
0.50209,2.8251,3.6697,0.16755,20,8,3,2
0.50212,2.7452,3.6477,0.16609,20,8,3,2
0.50523,2.679,3.6163,0.16552,20,8,3,2
0.5108,2.6257,3.5778,0.1657,20,8,3,2
0.51837,2.5845,3.5343,0.16648,20,8,3,2
0.52752,2.5543,3.488,0.16773,20,8,3,2
0.53789,2.534,3.4404,0.16936,20,8,3,2
0.54911,2.5224,3.3932,0.17126,20,8,3,2
0.56087,2.5183,3.3474,0.17328,20,8,3,2
0.57277,2.5208,3.3043,0.17548,20,8,3,2
0.58449,2.5286,3.2645,0.17781,20,8,3,2
0.59593,2.5407,3.2286,0.18,20,8,3,2
0.60679,2.5559,3.1968,0.1821,20,8,3,2
0.61665,2.5737,3.1696,0.18426,20,8,3,2
0.62558,2.593,3.1467,0.1862,20,8,3,2
0.63349,2.6129,3.1281,0.18788,20,8,3,2
0.64013,2.6331,3.1137,0.18946,20,8,3,2
0.64555,2.6527,3.1031,0.19085,20,8,3,2
0.64985,2.6714,3.0959,0.19194,20,8,3,2
0.65303,2.6886,3.0918,0.19282,20,8,3,2
0.6551,2.7044,3.0904,0.19355,20,8,3,2
0.65624,2.7183,3.0913,0.19407,20,8,3,2
0.65659,2.7303,3.0939,0.19436,20,8,3,2
0.65625,2.7404,3.0979,0.1945,20,8,3,2
0.65533,2.7485,3.1031,0.19454,20,8,3,2
0.65398,2.7548,3.109,0.19446,20,8,3,2
0.65228,2.7594,3.1152,0.19427,20,8,3,2
0.65035,2.7625,3.1216,0.19399,20,8,3,2
0.64833,2.7642,3.128,0.19367,20,8,3,2
0.64632,2.7647,3.1341,0.19333,20,8,3,2
0.64433,2.7641,3.1399,0.19298,20,8,3,2
0.64243,2.7628,3.1452,0.19262,20,8,3,2
